GLY  1
ALA  1
VAL  2
ILE  2
LEU  2
SER  1
THR  1
ASP  3
ASN  5
GLU  3
GLN  5
LYS  4
ARG  4
CYS  2
MET  6
PHE  6
TYR  7
TRP  7
HIS  4
PRO  1
